2014-04-20 00:44:57,49,14.6,93,5.3,1016.5,1007.4,-0.7,0.0,0.0,8,0.0
2014-04-20 01:44:57,53,11.6,95,4.5,1016.1,1007.0,-0.5,0.0,0.0,8,0.0
2014-04-20 02:44:57,56,9.6,99,3.6,1015.5,1006.4,-1.0,0.0,0.3,8,0.0
2014-04-20 03:44:57,60,8.0,99,4.4,1015.4,1006.3,-1.1,0.0,0.3,8,0.0
2014-04-20 04:44:57,61,7.0,95,4.3,1015.0,1005.9,-1.1,0.0,0.0,8,0.0
2014-04-20 05:44:57,63,6.4,92,5.1,1014.5,1005.4,-1.0,0.0,0.3,8,0.0
2014-04-20 06:44:57,66,6.3,92,6.2,1013.5,1004.4,-1.9,0.0,0.7,8,0.0
2014-04-20 07:44:57,78,8.8,87,8.2,1011.8,1002.7,-3.2,0.85,2.0,4,0.0
2014-04-20 08:44:57,73,13.9,86,8.8,1009.7,1000.6,-4.8,0.3,1.0,2,0.0
2014-04-20 09:44:57,66,16.4,84,9.2,1008.2,999.1,-5.3,0.35,1.4,10,0.0
2014-04-20 10:44:57,62,16.8,93,8.6,1007.3,998.2,-4.5,0.3,1.0,13,0.6
2014-04-20 11:44:57,65,16.9,96,8.7,1007.4,998.3,-2.3,0.5,1.4,14,1.5
2014-04-20 12:44:57,63,16.4,95,9.5,1005.8,996.7,-2.4,0.0,0.7,8,0.3
2014-04-20 13:44:57,63,17.0,93,10.0,1005.1,996.0,-2.2,0.5,1.4,12,0.3
2014-04-20 14:14:57,64,16.6,94,10.4,1004.5,995.4,-3.0,0.7,1.4,12,0.3
