2014-04-14 00:44:07,44,19.5,45,19.6,1021.0,1011.9,0.3,0.0,0.0,8,0.0
2014-04-14 01:44:07,44,19.4,44,19.4,1021.1,1012.0,0.5,0.0,0.0,8,0.0
2014-04-14 02:44:07,44,19.3,44,19.3,1021.1,1012.0,0.0,0.0,0.0,8,0.0
2014-04-14 03:44:07,44,19.2,44,19.2,1021.5,1012.4,0.5,0.0,0.0,8,0.0
2014-04-14 04:44:07,44,19.1,44,19.1,1022.1,1013.0,1.0,0.0,0.0,8,0.0
2014-04-14 05:44:07,44,19.1,44,19.1,1022.8,1013.7,1.7,0.0,0.0,8,0.0
2014-04-14 06:44:07,44,19.1,44,19.1,1023.1,1014.0,1.6,0.0,0.0,8,0.0
2014-04-14 07:44:07,44,19.1,44,19.1,1023.7,1014.6,1.6,0.0,0.0,8,0.0
2014-04-14 08:44:07,43,19.0,43,19.0,1024.2,1015.1,1.4,0.0,0.0,8,0.0
2014-04-14 09:44:07,43,19.0,43,19.0,1024.4,1015.3,1.3,0.0,0.0,8,0.0
2014-04-14 10:44:07,43,19.1,43,19.1,1024.4,1015.3,0.7,0.0,0.0,8,0.0
2014-04-14 11:44:07,43,19.2,43,19.2,1024.5,1015.4,0.3,0.0,0.0,8,0.0
2014-04-14 12:44:07,44,19.4,43,19.5,1024.6,1015.5,0.2,0.0,0.0,8,0.0
2014-04-14 13:44:07,43,19.4,43,19.6,1024.5,1015.4,0.0999999999999,0.0,0.0,8,0.0
2014-04-14 14:44:07,43,19.5,43,19.8,1024.5,1015.4,0.0,0.0,0.0,8,0.0
2014-04-14 15:44:07,43,19.5,43,19.8,1024.6,1015.5,0.0,0.0,0.0,8,0.0
2014-04-14 16:44:07,43,19.6,43,19.8,1024.8,1015.7,0.3,0.0,0.0,8,0.0
2014-04-14 17:44:07,43,19.6,43,19.8,1025.3,1016.2,0.8,0.0,0.0,8,0.0
2014-04-14 18:44:07,36,19.0,35,18.3,1026.0,1016.9,1.4,0.0,0.0,8,0.0
2014-04-14 19:44:07,37,18.5,34,17.2,1026.9,1017.8,2.1,0.0,0.0,8,0.0
2014-04-14 20:44:07,38,18.5,55,12.0,1027.7,1018.6,2.4,0.0,0.0,8,0.0
2014-04-14 21:44:07,39,19.3,68,10.6,1028.4,1019.3,2.4,0.0,0.0,8,0.0
2014-04-14 22:44:07,40,19.9,68,10.2,1028.4,1019.3,1.5,0.0,0.0,8,0.0
2014-04-14 23:44:07,41,20.3,59,9.7,1028.7,1019.6,1.0,0.0,0.0,8,0.0
