2014-04-19 00:14:57,30,51,12.2,99,4.8,1024.5,1015.4,0.0,0.0,14,21.0,0
2014-04-19 00:44:57,30,52,11.2,99,4.5,1024.8,1015.7,0.0,0.0,14,21.0,0
2014-04-19 01:14:57,30,54,10.4,99,4.2,1024.4,1015.3,0.0,0.0,14,21.0,0
2014-04-19 01:44:57,30,56,9.6,99,3.8,1024.6,1015.5,0.0,0.0,14,21.0,0
2014-04-19 02:14:57,30,57,8.9,99,3.6,1024.3,1015.2,0.0,0.0,14,21.0,0
2014-04-19 02:44:57,30,57,8.1,99,3.3,1024.3,1015.2,0.0,0.0,14,21.0,0
2014-04-19 03:14:57,30,58,7.6,99,3.0,1024.2,1015.1,0.0,0.0,14,21.0,0
2014-04-19 03:44:57,30,58,7.1,97,2.9,1024.1,1015.0,0.0,0.0,12,21.0,0
2014-04-19 04:14:57,30,59,6.6,97,2.6,1024.3,1015.2,0.0,0.0,12,21.0,0
2014-04-19 04:44:57,30,60,6.1,97,2.4,1024.1,1015.0,0.0,0.0,12,21.0,0
2014-04-19 05:14:57,30,61,5.7,97,2.3,1024.1,1015.0,0.0,0.0,12,21.0,0
2014-04-19 05:44:57,30,61,5.4,97,2.5,1024.6,1015.5,0.0,0.0,0,21.0,0
2014-04-19 06:14:57,30,63,5.6,99,3.0,1024.3,1015.2,0.0,0.0,0,21.0,0
2014-04-19 06:44:57,30,70,7.7,99,4.7,1023.4,1014.3,0.0,0.0,0,21.0,0
2014-04-19 07:14:57,30,78,10.5,86,11.2,1022.4,1013.3,0.0,0.0,12,21.0,0
2014-04-19 07:44:57,30,67,11.2,65,12.0,1022.2,1013.1,0.3,0.7,6,21.0,0
2014-04-19 08:14:57,30,70,12.9,70,12.1,1021.5,1012.4,0.3,0.7,14,21.0,0
2014-04-19 08:44:57,30,72,14.8,75,10.3,1021.4,1012.3,1.0,2.0,0,21.0,0
2014-04-19 09:14:57,30,69,16.4,72,10.5,1020.6,1011.5,0.3,1.0,8,21.0,0
2014-04-19 09:44:57,30,60,18.2,63,11.4,1020.4,1011.3,0.7,1.7,10,21.0,0
2014-04-19 10:14:57,30,55,20.9,55,13.4,1019.5,1010.4,0.7,1.4,12,21.0,0
2014-04-19 10:44:57,30,47,23.5,55,12.8,1018.4,1009.3,0.7,1.4,14,21.0,0
2014-04-19 11:14:57,30,40,27.9,50,14.5,1017.9,1008.8,1.0,2.4,2,21.0,0
2014-04-19 11:44:57,30,38,26.3,52,13.7,1018.1,1009.0,1.7,2.4,10,21.0,0
2014-04-19 12:14:57,30,39,24.0,53,13.7,1018.2,1009.1,1.4,2.0,1,21.0,0
2014-04-19 12:44:57,30,38,22.8,50,13.4,1018.4,1009.3,1.0,1.7,8,21.0,0
2014-04-19 13:14:57,30,36,26.8,47,13.9,1018.0,1008.9,1.4,2.0,8,21.0,0
2014-04-19 13:44:57,30,30,31.0,49,13.7,1017.1,1008.0,0.7,1.4,14,21.0,0
2014-04-19 14:14:57,30,29,34.4,45,14.7,1016.4,1007.3,0.7,1.0,2,21.0,0
2014-04-19 14:44:57,30,25,35.0,46,14.8,1016.5,1007.4,0.7,1.4,14,21.0,0
2014-04-19 15:14:57,30,22,33.8,47,14.4,1016.2,1007.1,1.0,1.7,11,21.0,0
2014-04-19 15:44:57,30,21,29.5,47,14.6,1016.0,1006.9,1.4,2.7,4,21.0,0
2014-04-19 16:14:57,30,22,25.0,49,14.5,1016.1,1007.0,1.0,1.7,10,21.0,0
2014-04-19 16:44:57,30,30,21.5,49,14.6,1016.8,1007.7,2.0,2.7,8,21.0,0
2014-04-19 17:14:57,30,31,22.0,51,13.1,1016.8,1007.7,0.7,1.4,12,21.0,0
2014-04-19 17:44:57,30,31,22.0,55,12.1,1016.7,1007.6,1.0,2.4,14,21.0,0
2014-04-19 18:14:57,30,35,22.4,56,11.9,1016.3,1007.2,0.3,0.7,8,21.0,0
2014-04-19 18:44:57,30,37,21.8,54,12.4,1016.6,1007.5,0.0,0.3,14,21.0,0
2014-04-19 19:14:57,30,36,19.9,63,10.3,1016.9,1007.8,0.0,0.0,12,21.0,0
2014-04-19 19:44:57,30,39,17.9,72,8.7,1017.5,1008.4,0.0,0.0,10,21.0,0
2014-04-19 20:14:57,30,42,16.3,76,7.5,1017.7,1008.6,0.0,0.0,14,21.0,0
2014-04-19 20:44:57,30,46,14.9,80,7.0,1017.8,1008.7,0.0,0.0,14,21.0,0
2014-04-19 21:14:57,30,52,15.8,82,6.6,1017.5,1008.4,0.0,0.0,4,21.0,0
2014-04-19 21:44:57,30,51,17.2,85,6.2,1017.2,1008.1,0.0,0.3,10,21.0,0
2014-04-19 22:14:57,30,52,18.3,87,6.4,1016.6,1007.5,0.0,0.0,8,21.0,0
2014-04-19 22:44:57,30,49,18.4,90,5.8,1016.6,1007.5,0.0,0.0,14,21.0,0
2014-04-19 23:14:57,30,48,18.1,91,6.1,1016.5,1007.4,0.0,0.0,14,21.0,0
2014-04-19 23:44:57,30,48,17.9,88,7.0,1016.5,1007.4,0.0,0.0,14,21.0,0
