2014-04-13 12:44:06,30,42,19.8,39,20.6,1021.6,1012.5,0.0,0.0,,0.0,2048
2014-04-13 13:14:06,30,42,19.8,38,20.3,1021.6,1012.5,0.0,0.0,,0.0,2048
2014-04-13 13:44:06,30,41,19.7,37,20.3,1021.2,1012.1,0.0,0.0,,0.0,2048
2014-04-13 14:14:06,30,41,19.8,37,20.4,1021.1,1012.0,0.0,0.0,,0.0,2048
2014-04-13 14:44:06,30,41,19.8,36,20.2,1020.3,1011.2,0.0,0.0,,0.0,2048
2014-04-13 15:14:06,30,41,19.7,37,20.0,1020.3,1011.2,0.0,0.0,,0.0,2048
2014-04-13 15:44:06,30,41,19.7,37,20.0,1020.2,1011.1,0.0,0.0,,0.0,2048
2014-04-13 16:14:06,30,41,19.7,37,20.0,1020.1,1011.0,0.0,0.0,,0.0,2048
2014-04-13 16:44:07,30,41,19.7,38,20.1,1019.8,1010.7,0.0,0.0,,0.0,2048
2014-04-13 17:14:07,30,41,19.6,37,20.2,1019.8,1010.7,0,0,,0,2048
2014-04-13 17:44:07,30,41,19.5,36,20.2,1019.6,1010.5,0,0,,0,2048
2014-04-13 18:14:07,30,41,19.3,36,20.1,1019.5,1010.4,0,0,,0,2048
2014-04-13 18:44:07,30,41,19.2,38,20.1,1019.1,1010.0,0,0,,0,2048
2014-04-13 19:14:07,30,41,19.1,39,20.0,1019.6,1010.5,0,0,,0,2048
2014-04-13 19:44:07,30,41,19.4,40,19.2,1019.6,1010.5,0,0,,0,2048
2014-04-13 20:14:07,30,42,19.0,43,18.7,1019.6,1010.5,0,0,,0,2048
2014-04-13 20:44:07,30,43,19.0,45,18.7,1019.9,1010.8,0,0,,0,2048
2014-04-13 21:14:07,30,43,19.4,45,19.3,1020.1,1011.0,0,0,,0,2048
2014-04-13 21:44:07,30,44,19.5,45,19.5,1020.7,1011.6,0,0,,0,2048
2014-04-13 22:14:07,30,44,19.5,45,19.6,1020.6,1011.5,0,0,,0,2048
2014-04-13 22:44:07,30,44,19.5,45,19.6,1020.6,1011.5,0,0,,0,2048
2014-04-13 23:14:07,30,44,19.5,45,19.6,1021.0,1011.9,0,0,,0,2048
2014-04-13 23:44:07,30,44,19.5,45,19.6,1021.1,1012.0,0,0,,0,2048
