2014-04-18 00:14:57,30,60,15.7,95,8.1,1025.9,0,0,10,21.0,0
2014-04-18 00:44:57,30,61,14.5,97,7.7,1025.8,0,0,12,21.0,0
2014-04-18 01:14:57,30,62,13.4,97,7.3,1025.7,0,0,6,21.0,0
2014-04-18 01:44:57,30,62,12.4,97,7.1,1025.9,0,0.3,10,21.0,0
2014-04-18 02:14:57,30,63,11.7,97,7.4,1026.0,0,0.3,8,21.0,0
2014-04-18 02:44:57,30,65,11.1,98,6.9,1026.0,0,0.3,9,21.0,0
2014-04-18 03:14:57,30,66,10.5,98,6.6,1025.8,0,0.3,8,21.0,0
2014-04-18 03:44:57,30,67,10.0,98,6.6,1025.8,0,0,10,21.0,0
2014-04-18 04:14:57,30,69,9.6,99,5.8,1025.7,0,0,8,21.0,0
2014-04-18 04:44:57,30,69,9.1,99,5.4,1026.0,0,0,8,21.0,0
2014-04-18 05:14:57,30,71,8.7,99,5.4,1026.4,0,0,6,21.0,0
2014-04-18 06:14:57,30,73,8.2,97,7.6,1026.7,0,0.3,10,21.0,0
2014-04-18 06:44:57,30,74,8.3,99,10.1,1026.4,0,0.7,3,21.0,0
2014-04-18 07:14:57,30,77,9.4,76,13.0,1026.0,0.7,1.7,8,21.0,0
2014-04-18 07:44:57,30,80,11.0,72,13.9,1025.6,0.3,1.0,6,21.0,0
2014-04-18 08:14:57,30,77,13.4,67,14.6,1025.2,0.3,0.7,6,21.0,0
2014-04-18 08:44:57,30,72,15.6,58,16.5,1024.6,0,0.7,2,21.0,0
2014-04-18 09:14:57,30,73,17.5,63,14.2,1024.4,0,0.7,6,21.0,0
2014-04-18 09:44:57,30,68,19.4,55,15.3,1024.1,0,0.3,8,21.0,0
2014-04-18 10:14:57,30,63,21.1,55,15.2,1023.5,0,0.7,6,21.0,0
2014-04-18 10:44:57,30,59,22.7,63,14.9,1023.0,0.3,0.7,6,21.0,0
2014-04-18 11:14:57,30,51,27.5,60,16.3,1022.3,0,0.7,12,21.0,0
2014-04-18 11:44:57,30,49,26.4,62,14.9,1022.5,1.0,1.7,2,21.0,0
2014-04-18 12:14:57,30,50,25.1,53,17.2,1022.6,0.3,2.0,6,21.0,0
2014-04-18 12:44:57,30,48,25.9,54,17.1,1022.4,0.3,0.7,12,21.0,0
2014-04-18 13:14:57,30,40,32.7,52,16.7,1022.0,1.4,2.0,6,21.0,0
2014-04-18 13:44:57,30,30,37.2,53,15.5,1021.9,0.7,1.7,10,21.0,0
2014-04-18 14:14:57,30,28,37.6,53,15.5,1021.9,0.7,1.7,6,21.0,0
2014-04-18 14:44:57,30,22,37.2,51,15.8,1021.8,1.0,2.0,6,21.0,0
2014-04-18 15:14:57,30,24,31.8,50,15.7,1021.5,1.0,1.4,4,21.0,0
2014-04-18 15:44:57,30,28,29.1,51,15.4,1021.8,1.0,2.7,6,21.0,0
2014-04-18 16:14:57,30,28,27.5,51,15.3,1021.7,1.4,2.4,6,21.0,0
2014-04-18 16:44:57,30,30,25.9,49,15.1,1021.7,0.3,1.0,4,21.0,0
2014-04-18 17:14:57,30,33,24.7,51,14.6,1021.8,0,0.3,0,21.0,0
2014-04-18 17:44:57,30,34,24.0,62,13.5,1021.7,0.7,1.4,6,21.0,0
2014-04-18 18:14:57,30,37,23.3,60,12.8,1021.9,0.3,0.7,4,21.0,0
2014-04-18 18:44:57,30,37,21.8,66,12.6,1022.7,0,0.3,0,21.0,0
2014-04-18 19:14:57,30,40,19.8,72,11.0,1023.1,0,0.3,4,21.0,0
2014-04-18 19:44:57,30,43,18.6,77,10.4,1023.6,0,0,4,21.0,0
2014-04-18 20:14:57,30,45,17.7,83,9.1,1023.9,0,0,10,21.0,0
2014-04-18 20:44:57,30,48,16.9,87,8.1,1023.9,0,0,12,21.0,0
2014-04-18 21:14:57,30,48,17.4,91,7.3,1023.7,0,0,0,21.0,0
2014-04-18 21:44:57,30,47,17.6,93,6.6,1023.9,0,0.3,14,21.0,0
2014-04-18 22:14:57,30,49,16.6,94,6.1,1023.9,0,0,0,21.0,0
2014-04-18 22:44:57,30,49,15.7,97,5.6,1024.1,0,0.3,0,21.0,0
2014-04-18 23:14:57,30,50,14.5,98,5.4,1024.2,0,0,8,21.0,0
2014-04-18 23:44:57,30,51,13.2,99,5.3,1024.5,0,0,14,21.0,0
